ID,Drug,Name,Smile,Description
10,DB00128,Aspartic acid,N[C@@H](CC(O)=O)C(O)=O,"Aspartic acid (DrugBank DB00128) is a small, highly polar acidic proteinogenic amino acid whose structure consists of an α-amino group and an α-carboxylate attached to a two-carbon side chain terminating in a second carboxyl group, usually present clinically as the L-enantiomer; chemically it belongs to the aliphatic dicarboxylic amino acids, and its core scaffold is the aspartate amino-acid backbone, a simple succinic acid-derived α-amino acid motif. Similar drugs or closely related compounds include glutamic acid, asparagine, ornithine aspartate, potassium or magnesium aspartate salts, and the excitatory analogue N-methyl-D-aspartate. Pharmacokinetically, oral aspartic acid is absorbed in the small intestine by sodium-dependent amino-acid transporters, distributed widely in extracellular and intracellular pools, incorporated into proteins and intermediary metabolism, and participates in the urea cycle, transamination, gluconeogenesis, nucleotide biosynthesis, and the malate-aspartate shuttle; excess is metabolized to oxaloacetate and related intermediates, while renal handling involves extensive tubular reabsorption with limited urinary excretion unless intake is high or transport is saturated. Known biological targets include NMDA receptor subunits GRIN1, GRIN2A, GRIN2B, and related ionotropic glutamate receptors, although aspartate also functions broadly as an endogenous metabolite rather than a selective drug ligand. Toxicity is generally low at nutritional doses, but excessive exposure may cause excitotoxic neuronal injury, especially with parenteral overload or impaired clearance; adverse effects can include gastrointestinal discomfort, nausea, headache, and rarely neuroexcitation. Clinically, aspartic acid is used mainly as a nutritional supplement or electrolyte salt component and in metabolic support formulations, for example in amino-acid supplementation, fatigue states, and adjunctive correction of potassium or magnesium deficiency."
11,DB00130,L-Glutamine,N[C@@H](CCC(N)=O)C(O)=O,"L-Glutamine (DrugBank DB00130) is the naturally occurring L-enantiomer of glutamine, a polar, neutral proteinogenic alpha-amino acid whose structure comprises an alpha-amino and alpha-carboxylate center with a four-carbon aliphatic side chain terminating in a carboxamide, making it a dicarboxylic acid amide derivative and conditionally essential amino acid; its core scaffold is the canonical alpha-amino acid backbone with a glutamate-like side chain capped as a primary amide. Chemically and pharmacologically related agents include other amino acid therapeutics and nutritional substrates such as L-glutamate, L-asparagine, glycine, and essential amino acid formulations. After oral administration, glutamine is absorbed in the small intestine by sodium-dependent neutral amino acid transporters, undergoes substantial first-pass utilization by enterocytes and liver, distributes widely to plasma, skeletal muscle, gut, kidney, and immune cells, crosses tissues via transport systems including SLC1A5/ASCT2 and SLC38 family members, is metabolized principally by glutaminase to glutamate and ammonia or by glutamine synthetase in reversible nitrogen shuttling, contributes carbon to the TCA cycle, nucleotide synthesis, and acid-base homeostasis, and is excreted mainly as metabolized products with limited unchanged renal elimination. Known biological targets or interacting proteins include glutaminase, glutamine synthetase, solute carriers such as SLC1A5 and SLC38A1/2, and enzymes using glutamine as an amide donor including CTP synthetase and GMP synthetase. Clinically, L-glutamine is used to reduce acute complications of sickle cell disease and as nutritional supplementation in catabolic states, mucositis, trauma, burns, critical illness, or short bowel settings; adverse effects are usually gastrointestinal, including nausea, abdominal pain, constipation, bloating, and headache, while toxicity is generally low but excessive dosing or impaired hepatic/renal function may increase nitrogen load, worsen hyperammonemia, or contribute to metabolic disturbances."
12,DB00131,Adenosine phosphate,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,"Adenosine phosphate (DrugBank DB00131), commonly referring to adenosine monophosphate, is an endogenous purine nucleotide composed of an adenine base linked to a ribofuranose sugar and a single phosphate ester, giving it a nucleoside-phosphate architecture with a ribosyl-purine scaffold and placing it in the chemical category of purine nucleotides and phosphate-containing metabolites. Its core scaffold is closely related to adenosine, ATP, ADP, and cyclic AMP, and similar drugs or biologically related agents include adenosine itself, ATP preparations, dipyridamole-potentiated adenosine signaling contexts, and other nucleotide analogs used diagnostically or therapeutically. Pharmacologically, adenosine phosphate is poorly membrane permeable and, when administered exogenously, is expected to undergo rapid extracellular and intracellular interconversion by ectonucleotidases, 5'-nucleotidases, kinases, and deaminases to adenosine, ADP, ATP, inosine, and uric acid pathway products; distribution is largely intravascular/interstitial with efficient cellular uptake via nucleoside transport systems after dephosphorylation, and elimination occurs mainly as renal excretion of downstream metabolites rather than unchanged parent compound. Known targets are indirect and include purinergic signaling systems, especially adenosine receptor subtypes ADORA1, ADORA2A, ADORA2B, and ADORA3 after conversion to adenosine, as well as enzymes of nucleotide metabolism. Toxicity is generally related to exaggerated purinergic or adenosinergic effects, with examples including hypotension, bradycardia, atrioventricular conduction disturbance, bronchospasm, flushing, and chest discomfort; excessive nucleotide load may also perturb urate metabolism. Indications and clinical use have historically centered on metabolic support or adjunctive use in states such as fatigue, ischemic symptoms, or cardiovascular dysfunction, but direct modern therapeutic use is limited compared with adenosine; adverse effects similarly include headache, dizziness, nausea, dyspnea, and transient arrhythmic symptoms."
13,DB00133,Serine,N[C@@H](CO)C(O)=O,"Serine (DrugBank DB00133) is a small, highly polar proteinogenic α-amino acid whose structure consists of an amino group and carboxylate attached to the chiral α-carbon bearing a hydroxymethyl side chain, making it a hydroxy-substituted aliphatic amino acid; chemically it belongs to the class of neutral polar amino acids and is built on the canonical α-amino acid scaffold shared with glycine, alanine, threonine, and cysteine, with closest functional analogs including glycine, threonine, and the therapeutic amino acid preparations containing L-serine or related amino acids. Pharmacokinetically, exogenous serine is efficiently absorbed in the small intestine by sodium-dependent amino acid transporters, distributed widely in plasma and tissues including liver, kidney, muscle, and central nervous system, crosses cellular membranes through neutral amino acid carriers, undergoes extensive intermediary metabolism via serine hydroxymethyltransferase, phosphoserine phosphatase pathways, conversion to glycine, pyruvate, sphingolipids, phosphatidylserine, and one-carbon folate metabolism intermediates, and is not extensively excreted unchanged because it is readily incorporated into proteins or metabolized, with renal elimination mainly handling excess nitrogenous end products. Its relevant targets are metabolic enzymes and transport systems rather than a classic receptor, including serine hydroxymethyltransferases SHMT1 and SHMT2, phosphoglycerate dehydrogenase-associated biosynthetic enzymes, D-serine interactions at the NMDA receptor glycine site, and amino acid transporters such as SLC1 and SLC38 family members. Clinically, serine has been used mainly as a nutritional or metabolic supplement, particularly in serine biosynthesis defects, hereditary sensory and autonomic neuropathy type 1, and investigational support in neurologic or metabolic states; adverse effects are usually mild and gastrointestinal, such as nausea, bloating, abdominal discomfort, or diarrhea, while toxicity is generally low but excessive amino acid loading may worsen metabolic imbalance, and altered serine metabolism has been linked to neurotoxicity or tumor metabolic adaptation rather than common direct poisoning."
14,DB00136,Calcitriol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,"Calcitriol (DB00136) is the hormonally active 1,25-dihydroxylated metabolite of vitamin D3, structurally a secosteroid in which the B ring of the steroid nucleus is opened, bearing hydroxyl groups at C1, C3, and C25 and a flexible lipophilic side chain that distinguishes it from less active vitamin D congeners; it belongs to the vitamin D/sterol class and is built on a cholecalciferol-derived secosteroid scaffold. Similar drugs include vitamin D analogs and congeners such as alfacalcidol, doxercalciferol, paricalcitol, and calcifediol, which share the secosteroid framework but differ in activation requirements or substituent pattern. Calcitriol is generally well absorbed orally, circulates extensively bound to vitamin D-binding protein, distributes to intestine, bone, kidney, and parathyroid tissue, undergoes CYP24A1-mediated oxidation and other hydroxylation/catabolic steps in kidney and liver to less active metabolites, and is eliminated mainly through biliary/fecal routes with limited urinary excretion; its short biologic half-life supports careful titration. Its principal target is the vitamin D receptor, a nuclear receptor that heterodimerizes with RXR to regulate calcium/phosphate transport and parathyroid hormone-responsive genes; functional effects also involve proteins such as TRPV6, calbindin, and osteocalcin pathways. It is indicated for hypocalcemia and disordered mineral metabolism, especially hypoparathyroidism, secondary hyperparathyroidism in chronic kidney disease, and hypocalcemia associated with renal osteodystrophy, and is also used in some patients with vitamin D-dependent rickets or osteoporosis adjunctively. Major toxicity is exaggerated vitamin D activity causing hypercalcemia, hypercalciuria, nephrolithiasis, nephrocalcinosis, renal impairment, soft-tissue or vascular calcification, and arrhythmia risk, while common adverse effects include weakness, nausea, vomiting, constipation, headache, polyuria, polydipsia, and confusion."
15,DB00137,Lutein,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,"Lutein (DrugBank DB00137) is a naturally occurring oxygenated carotenoid xanthophyll characterized by a long, highly conjugated C40 polyene chain with alternating double bonds and terminal cyclic ionone-type rings bearing hydroxyl substituents, a structure that underlies its yellow pigment, antioxidant capacity, and membrane-localizing behavior; chemically it belongs to the tetraterpenoid carotenoid class, with a xanthophyll/polyene scaffold closely related to zeaxanthin, meso-zeaxanthin, beta-carotene, and other dietary carotenoids. After oral administration, lutein is absorbed in the small intestine in a fat-dependent manner via micellar solubilization, enters chylomicrons, distributes through plasma lipoproteins, and accumulates preferentially in the retina and macula as well as adipose tissue and liver; metabolism appears limited and involves oxidative cleavage and conversion to polar metabolites, with elimination occurring mainly through biliary/fecal routes and minimal renal excretion. Toxicity is generally low, but high chronic intake may cause benign carotenodermia-like yellowing of skin and has rarely been associated with crystalline maculopathy in heavily supplemented individuals; gastrointestinal discomfort can also occur. Known binding/target proteins include the macular carotenoid-binding proteins StARD3 and GSTP1, while pharmacologic effects are largely attributed to blue-light filtering and quenching of reactive oxygen species rather than classic receptor agonism. Lutein is used primarily as a nutritional/ophthalmic supplement for age-related macular degeneration, cataract risk reduction, and support of visual function, and is also studied in diabetic retinopathy and photic retinal stress; clinical use is typically as oral supplementation, often combined with zeaxanthin and antioxidant vitamins, with side effects usually mild and limited to dyspepsia, nausea, or skin discoloration."
16,DB00139,Succinic acid,OC(=O)CCC(O)=O,"Succinic acid (DB00139) is a small endogenous aliphatic dicarboxylic acid composed of a saturated four-carbon chain terminated by two carboxyl groups, giving a simple linear butanedioic acid framework that is highly polar and readily ionized at physiological pH; chemically it belongs to the tricarboxylic acid cycle intermediates and broader organic dicarboxylic acid class, with a succinate scaffold shared by related compounds and therapeutically or chemically similar agents such as fumaric acid, malic acid, glutaric acid, and succinate salts or esters used as pharmaceutical counterions or metabolic supplements. Pharmacologically, succinic acid is primarily a metabolic substrate rather than a classic receptor-directed drug: it is absorbed from the gastrointestinal tract as a small water-soluble organic acid, distributed widely in extracellular fluid and metabolically active tissues, enters intermediary metabolism via transport into cells and mitochondria, is converted through succinate dehydrogenase, which is also mitochondrial respiratory chain complex II, and is ultimately oxidized to fumarate with carbon flux ending largely as carbon dioxide and water; renal excretion of unchanged compound is expected to be limited at ordinary doses. Known molecular targets or interactors include succinate dehydrogenase subunits SDHA, SDHB, SDHC, and SDHD, and the succinate receptor SUCNR1/GPR91. Reported or proposed indications have included nutritional or metabolic support, correction of succinate deficiency states, and use in formulations aimed at fatigue, hypoxia, or mitochondrial dysfunction, although mainstream approved therapeutic indications are limited. Toxicity is generally low because it is endogenous, but excessive exposure may cause gastrointestinal irritation, acid-base disturbance, or local irritation; adverse effects can include nausea, abdominal discomfort, diarrhea, and formulation-specific intolerance. Clinically, succinic acid is more often encountered as a metabolic intermediate, excipient-related moiety, or component of supplement and salt formulations than as a widely used standalone prescription drug."
17,DB00140,Riboflavin,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,"Riboflavin (DrugBank DB00140) is a water-soluble vitamin of the flavin class, chemically characterized by a tricyclic isoalloxazine ring system bearing methyl substituents and linked at the N-10 position to a reduced sugar alcohol side chain, ribitol; this confers a heteroaromatic flavin scaffold that underlies its redox activity and distinguishes it from related vitamers. It belongs to the vitamin B2 family and is closely related to the active coenzyme derivatives flavin mononucleotide and flavin adenine dinucleotide, as well as similar nutritional agents such as nicotinamide and other B-complex vitamins used in deficiency states. After oral administration, riboflavin is absorbed mainly in the proximal small intestine by saturable transport, distributed widely but stored only in limited amounts, converted intracellularly by riboflavin kinase and FAD synthetase to FMN and FAD, and excreted predominantly in urine, often imparting a bright yellow discoloration. Pharmacologically, its relevant targets are not classical receptors but flavoprotein-dependent enzymes that require FMN or FAD as cofactors, including mitochondrial electron transport proteins, glutathione reductase, xanthine oxidase, monoamine oxidase, and methylenetetrahydrofolate reductase. Riboflavin is indicated for prevention and treatment of ariboflavinosis, nutritional deficiency, and supplementation in malabsorption, alcoholism, pregnancy, and some inherited metabolic disorders; it is also used clinically in migraine prophylaxis and supportive care where deficient flavin-dependent metabolism is suspected. Toxicity is low because excess is renally cleared, with no well-defined severe overdose syndrome, though high doses may rarely cause diarrhea, polyuria, or pruritus; adverse effects are generally mild and include urine discoloration, gastrointestinal discomfort, and occasional hypersensitivity."
18,DB00145,Glycine,NCC(O)=O,"Glycine (DrugBank DB00145) is the simplest proteinogenic amino acid, chemically characterized as a small neutral α-amino acid bearing a primary amino group and a carboxylate on a single methylene backbone; because its side chain is hydrogen, it is achiral and highly water soluble, placing it in the aliphatic amino acid and endogenous metabolite category with an aminoacetic acid scaffold. Structurally and pharmacologically related compounds include other amino acids and amino acid-derived agents such as serine, alanine, and the irrigant component glycine-containing urologic solutions. Its known targets include the inhibitory glycine receptor subunits GLRA1, GLRB, and related ligand-gated chloride channel complexes, as well as the glycine-binding co-agonist site of the NMDA receptor complex involving GRIN subunits; it also serves broadly as a metabolic substrate in one-carbon, porphyrin, purine, glutathione, and creatine biosynthesis. Pharmacokinetically, glycine is well absorbed from the gastrointestinal tract and by parenteral routes, distributes widely in total body water, crosses the blood-brain barrier to a limited but physiologically relevant extent, undergoes extensive endogenous utilization and interconversion via serine hydroxymethyltransferase, the glycine cleavage system, and other intermediary pathways, and is ultimately eliminated mainly as metabolized carbon units with only a small fraction excreted unchanged renally. Clinically, glycine has been used as a nutritional supplement, in specialized amino acid formulations, and as a nonconductive irrigant during transurethral procedures; investigated or supportive indications include nutritional deficiency states and adjunctive neuropsychiatric use. Toxicity is generally low at physiologic dosing, but excessive systemic absorption, especially from irrigant solutions, can cause hyperglycinemia, hypo-osmolality, visual disturbances, nausea, vomiting, encephalopathy, seizures, cardiovascular instability, and rarely death; routine adverse effects of supplementation are usually mild gastrointestinal symptoms such as soft stools, abdominal discomfort, or nausea."
19,DB00146,Calcifediol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,"Calcifediol (25-hydroxyvitamin D3; DrugBank DB00146) is a secosteroidal vitamin D metabolite structurally characterized by a cholesterol-derived, lipophilic cholecalciferol skeleton in which the B-ring is opened, retaining the fused steroid-like A, C, and D rings, a 3β-hydroxyl group, a 25-hydroxylated side chain, and a conjugated triene system that underlies its vitamin D activity; it belongs to the vitamin D/sterol lipid class and is built on the vitamin D secosteroid scaffold. Closely related drugs include cholecalciferol, ergocalciferol, calcitriol, alfacalcidol, and paricalcitol, which share the same core scaffold but differ in side-chain unsaturation or hydroxylation pattern. After oral administration, calcifediol is efficiently absorbed with dietary fat, transported in chylomicrons and then tightly bound in plasma to vitamin D-binding protein, achieving higher and more predictable increases in circulating 25-hydroxyvitamin D than cholecalciferol; it distributes predominantly to plasma and adipose compartments, undergoes renal and extra-renal 1α-hydroxylation by CYP27B1 to the active hormone calcitriol and catabolism mainly by CYP24A1, and is eliminated chiefly via biliary/fecal excretion with a relatively long circulating half-life. Its principal target pathway is the vitamin D receptor, mediated largely after conversion to calcitriol, with relevant proteins including VDR, CYP27B1, CYP24A1, and GC/DBP. Calcifediol is indicated for vitamin D deficiency and insufficiency, including osteomalacia, rickets, secondary hyperparathyroidism in chronic kidney disease, and osteoporosis-related states. Toxicity is dominated by hypervitaminosis D with hypercalcemia, hypercalciuria, nephrolithiasis, nephrocalcinosis, renal impairment, and soft-tissue or vascular calcification; adverse effects may include nausea, vomiting, constipation, weakness, polyuria, polydipsia, confusion, and arrhythmias. Clinically, it is used to rapidly replete vitamin D stores in patients with malabsorption, obesity, liver dysfunction, or chronic kidney disease, and as an adjunct in bone and mineral disorder management."
